transaction_id,user_id,amount,device_id,ip,location,timestamp,fraud_flag
153,14628085-094a-4909-a72e-cd59e10abdea,3090.3,f57a3131-b212-4b0b-abeb-45acda8027e0,70.113.213.147,Juanmouth,2026-08-15 14:40:48,0
154,3bf48b3a-50fe-43eb-aa9a-8e4e096c3284,4603.38,d10aa6ad-45c5-4cf3-a190-4fc89c34ff3b,146.39.81.205,East April,2026-01-07 22:05:25,1
155,42c28a0c-5f70-4af5-99cb-8605b0d68241,4786.63,2814b343-8647-4023-b053-86249e737d3b,202.32.121.25,Lake Brooke,2026-05-08 01:54:43,1
156,06172e1b-3afb-4a7b-8894-fb3fd272e636,443.16,8e679a01-37bb-47c6-b649-a58bf4e965b4,149.232.208.213,East Robert,2026-05-17 14:51:43,0
157,1582f945-c3a7-4a5c-b58c-7968b99672f6,2445.53,a81fa906-432a-42f2-b7d4-87748c48eea9,101.239.68.89,Crawfordfort,2026-04-26 15:12:36,0
158,81e75805-3e6d-41ff-bd6c-c86a76af6e11,1608.13,ce61d21b-125e-48e0-acc4-66c384358ef8,119.28.130.252,South Colin,2026-03-05 16:54:27,0
159,54b81867-002c-4b54-9311-d99da0a8fa88,291.79,88465fba-fc7f-44f2-8478-a2dc53842845,131.38.242.244,South Toddtown,2026-01-02 22:57:26,0
160,029d6d70-594c-410c-a87a-0956e1498c8d,4595.95,7326595a-754a-481b-a9f1-9fa31cda0cf9,59.91.17.191,Port Paige,2026-02-04 01:45:07,1
161,506d4163-519e-4a4e-838a-adc649559e0d,4694.1,1b06cf2f-1542-4cc3-9e35-e6a4b57f2610,201.246.114.48,Catherineburgh,2026-06-14 01:32:24,1
162,85061866-f086-4fa5-bfd4-5bf8b2f4170e,1602.86,c7dad11a-3ba7-4430-abe8-836a5ef49ebc,194.70.6.158,North William,2026-05-27 11:14:34,0
163,f113245f-a883-4ec6-b7ad-5acc806278c9,3435.25,d3d07ffd-8916-4330-8c1a-1073b535c187,36.156.168.1,West Carolyn,2026-05-04 00:37:41,0
164,4eca3686-b0b7-4bb8-8406-db8c0bdaaa30,794.27,75fbb535-2863-49b6-87b9-cc83d45a391b,155.127.62.151,Reynoldsside,2026-07-03 10:18:59,0
165,32228d82-55cc-4d78-9279-c9d270e44382,3482.83,176b7e87-38ef-41b1-91b0-d0457d640f9e,141.86.228.32,Vincentport,2026-04-05 11:41:47,0
166,52955c5d-6348-48d6-94cd-563f8a024d57,2583.29,1d711439-970d-4f51-9abb-344ea3c31f6c,148.84.211.251,East Elizabethmouth,2026-07-20 02:07:21,0
167,78b5d3b6-5cf1-4bb5-bb3b-a04fd0092203,2197.52,db9099e0-a277-42cb-b356-a72d21b7add3,198.145.1.161,Shawnaside,2026-01-26 02:36:40,0
168,c9c47c65-0503-4cdb-8f2a-ca443b2f1a2a,407.0,8549d42f-73ff-4b24-bed1-8ceb72e5d30e,34.214.232.175,Bowenside,2026-07-05 03:00:17,0
169,378f0c93-9d06-408c-a011-cb42ce4a9178,3825.88,321435c8-5503-4ac5-b4e6-f617bea47f17,68.246.50.5,Lake Micheal,2026-06-01 18:19:12,0
170,0709a3c5-c98a-4996-8ba3-f591defdb0e1,1976.22,105234ec-e8bc-4d17-911e-36bec4ba3449,187.54.46.136,Stevenbury,2026-02-09 18:22:24,0
171,4984f13e-1bce-487b-a4a3-8ec51eee6547,1169.29,96c421a4-2c84-4720-957d-b0747aeb0485,28.158.15.42,South Marcus,2026-01-05 18:42:38,0
172,96b9e9f8-2351-418d-ac44-ad00120a8685,4390.8,0ee52d53-feaa-4bcf-8609-1318e4070174,18.36.74.126,Eugenestad,2026-05-09 01:55:25,1
173,6ef54870-5228-4613-8046-348577dcf725,3365.06,d7db3e71-1860-4ad8-8d62-0a9b1c3c840d,16.171.183.113,Cookbury,2026-05-18 12:59:25,0
174,88e496a5-f37a-4c62-a849-3ed3688f80f8,3931.21,75b17f2d-f57d-4874-9f46-5a7a50f23f4b,82.196.27.152,Katelynfort,2026-08-03 03:35:07,0
175,2d524bce-43a8-44e4-8cdf-5e03fa1712df,751.01,9b5f3ea3-48de-4170-886f-f7b3f5444592,17.178.245.5,Wrightstad,2026-04-27 01:30:38,0
176,fd487a4f-409c-4d8e-837c-226a68c06c72,3789.39,473b873c-0394-4f9e-80a4-c01922030336,134.77.34.104,Kimberlyport,2026-01-16 13:27:01,0
177,5794fac4-d859-4476-a82a-6c6801255c54,67.08,673ff38f-7ddf-4e1d-ba51-fbd068e83d97,115.129.154.142,Turnermouth,2026-05-14 15:10:06,0
178,f6543813-e587-41bb-8ef7-f24356a46124,4884.33,7e0b594e-5dfe-4a6f-9536-86c2ed36e5d3,114.222.121.248,North Michaelburgh,2026-05-12 20:50:31,1
179,2ddb6f8f-ea0e-43ab-9040-6858fef72244,1323.92,90cbbce4-5864-42ab-9f38-07887d6b6341,162.216.170.96,East Erinton,2026-01-27 02:39:08,0
180,6cc94c6d-7ac1-4c9e-9f0e-1207bdd47391,1553.62,8b9136a4-e511-4b83-a0c8-e7a877086a07,103.148.37.29,Bennetthaven,2026-06-02 16:49:44,0
181,f1f5f66f-aaf1-4d42-b9ef-5fdbb9611948,1818.38,574c9a51-58fa-4b89-8d28-ee1a805de258,62.252.252.37,Stewartmouth,2026-02-01 13:09:34,0
182,90bdd1fa-5e6e-4ec8-abe6-7d27a8432a92,1377.48,3bc14445-26a1-46e6-97b6-fd28bf05f6db,19.192.143.124,East Masonchester,2026-05-30 02:43:19,0
183,03f6e363-eb03-4e8b-8a4f-d79684d68a2e,2427.58,bddcf8d2-f27e-4725-a9ee-c061e4236ef6,71.100.154.53,Monicatown,2026-05-23 05:14:12,0
184,d159ed47-635d-4a9d-a065-af9fb03ded29,3204.46,6e0a7b30-030e-4cf7-a4f7-212844990e81,81.137.203.39,Monicaborough,2026-08-16 05:04:58,0
185,eabfd5cd-2323-460a-9216-c3c3e8da43ca,3455.62,cbd82005-60ea-4ecc-9e90-4f68700e59e1,68.168.246.50,Lake Jill,2026-02-14 01:18:53,0
186,8dee2b36-f237-444b-b27d-e7efa466c221,514.12,93ca1329-8dba-42f3-b9eb-fab0b5d8ab11,13.151.159.240,Port Christopher,2026-07-31 16:10:25,0
187,3773145f-421d-46cd-a7d9-9ab5975d2a0b,434.99,b8ae8760-06a5-4beb-ac8c-4d94d6ec66c3,133.39.149.21,West Rebeccaside,2026-07-07 18:39:48,0
188,cfba50e5-badc-4107-b438-d3d9a4061085,1649.32,f27982a0-6567-4979-b180-dbaf0e943f78,171.1.141.12,South Susan,2026-08-18 12:49:15,0
189,d7b82a45-f785-4c70-a679-8f17cfa45917,2360.28,93dcb5b8-dd48-4b08-93dc-76a59370fe4e,91.202.62.15,Bryanside,2026-03-04 06:38:18,0
190,d565ad71-74c9-4bf5-8859-323aa6cfa305,3213.56,051751b6-f73d-472b-8c65-2fcb174725f1,14.71.92.198,West Paigeville,2026-08-19 09:34:45,0
191,15a698a1-576d-4ef5-a327-106be9db9989,629.26,b7ab176f-042d-4ebd-ab2c-956461c084eb,92.253.94.29,North Ivan,2026-03-15 19:50:44,0
192,578e3601-3767-4ce4-a032-644d2c248220,1955.44,663070ee-11f6-4634-a22c-b0a8c1e29d84,119.242.36.95,North Alicia,2026-03-14 13:11:04,0
193,fd37abe2-461c-49ff-8d27-322c97abd12e,1702.08,1e87c17e-70ea-47b2-82e0-60e253227f4f,216.218.239.228,Watsonton,2026-03-16 11:28:39,0
194,87947d9c-8db9-4966-84a3-8798a4c97416,4822.27,cd0648f0-6ecf-4cbc-9527-ddd0e01a0831,145.247.51.235,North Sabrinamouth,2026-05-20 17:47:26,1
195,1b448d8c-adff-4fd4-ab21-b2457f92bd3d,4343.7,ac5e2885-4b09-4a4f-8991-28d6e4a7b4da,24.47.62.85,Emmaport,2026-05-19 06:58:33,1
196,8ea10e42-4809-460b-84b4-4ef32b99b231,4874.66,f6becc52-dcd1-49df-bcc3-252b1f086a68,11.14.102.44,Tracyhaven,2026-03-08 12:26:47,1
197,aedfe350-07ba-426f-af98-c424023ff430,1023.88,681dcc5a-19e2-46fa-8aca-59b3399270c1,46.239.129.7,Mikaylaborough,2026-01-28 18:02:38,0
198,8b4cc2b7-e10c-4143-b27c-798e885b6de3,326.37,dd1e872c-c27e-4f1f-8f3e-dd7a45135943,63.24.86.166,Brittneyhaven,2026-04-17 09:20:39,0
199,1496b0a9-fa97-4398-91cd-ac76d5bce0eb,2819.61,4d503f97-bdf8-49f3-8135-213206b9b36e,16.210.249.22,New Alexander,2026-02-22 14:12:51,0
200,20e1140b-73b3-4404-ac02-eb8177154ae4,2153.04,f804e8f6-c5b6-4f5e-b097-09a3dffd2c92,165.63.206.84,Delgadofurt,2026-07-05 16:29:50,0
201,c77bbbce-074e-482f-bb96-93a2caf1264e,4772.18,fa5b8336-b9cd-48c2-adc4-18fc92d72508,53.200.211.71,Clarkfort,2026-05-23 14:28:55,1
202,82f000a1-4065-4f9a-9c7d-b8d531f20307,4621.06,3023e9fb-a388-4e52-bdbe-fbb6f3e2919d,139.67.70.187,South Daniel,2026-05-27 14:49:22,1
203,58421bee-0cc2-4eb2-aca7-b02d871396eb,2316.37,48696825-661e-4235-a8bc-93abaade729d,173.248.202.152,North Alexaview,2026-07-02 21:08:06,0
204,4adb8e45-9654-4126-8451-2c0d15edcf95,3214.35,6a298618-a3c7-4461-9bc0-cc9d2709156b,25.201.221.113,North Lorraine,2026-02-08 10:29:52,0
205,14605076-b29f-4b88-8713-759a9a77687d,533.53,482c5ee4-ffad-41bc-ac95-a29f6c6f8bd0,72.23.36.141,Jesushaven,2026-01-03 09:04:58,0
206,cdd07329-e7ea-46c2-a6f4-677138397630,2671.57,29130d1b-e394-4bef-8569-f072e0fde228,45.152.119.197,Lake Timothy,2026-05-30 02:46:04,0
207,d47eb51c-93fd-441d-a224-81e935afaa56,607.0,49c809ee-d9ca-4ec0-b119-ce704aba3a00,15.241.111.95,Scottfort,2026-05-09 09:33:37,0
208,68fadd30-3a4c-4cb7-b2e6-6eb0128d38bf,227.59,34141d4b-4915-457d-9652-99c5b3339777,180.48.164.170,West Wendytown,2026-03-14 08:22:02,0
209,d65a3503-f0e8-4738-9482-4149203f8fa7,2381.92,2e2fd0e9-b2d6-4cb6-958a-8835a0e84ecd,195.96.150.107,Brownborough,2026-06-09 17:19:40,0
210,4036435a-336c-4273-bc31-f75afad6a123,3983.98,f2222872-9754-4783-9dcb-8cd3de7d4c19,155.193.205.38,Tabithashire,2026-08-19 02:16:35,0
211,6b5b394f-fcdf-446f-9947-3d420e04a3e6,2603.78,7ef3149f-e497-4352-a60d-aa385f0ebf28,16.10.66.155,Johnsonside,2026-07-03 14:35:06,0
212,c323ed52-3c20-4096-bfbc-170b15e2e3f1,4839.85,576ca7f0-2aa8-49a8-aec9-04e8f9c6cad6,12.252.51.33,Ramirezberg,2026-06-26 20:36:34,1
213,0a3bff42-ff55-4306-85f4-bde69368ac4b,1527.82,13371094-ff23-4b4f-862c-ce9a6812cf35,223.145.135.83,Port Susan,2026-04-08 03:45:08,0
214,8c067561-cc07-42c4-8078-6a5c891c8c9e,4123.55,9573deec-98f8-4df3-9cc9-b1deba3e8b70,164.59.144.67,New Dwaynefurt,2026-05-12 10:11:04,1
215,fcb84e75-1a06-4807-b177-a61fad05853b,2670.85,a8b0841e-07fc-43c4-a02f-761a49846d56,132.102.53.143,Bradshawton,2026-06-25 19:39:10,0
216,b8ac48f8-76af-4ed5-b306-e24db965f008,4395.69,2e50b984-aa53-4bd5-88fb-fe223758c5a8,218.254.16.214,East Angelaland,2026-06-30 08:57:59,1
217,ad32951d-5611-498c-a754-ea02c09f4408,951.27,344b237e-0efd-4773-bd5a-81d2cc9efd01,77.111.21.146,Lopezbury,2026-05-06 08:13:37,0
218,0645caf9-9302-452c-aa78-edfb6ec3cdc1,791.17,9d5b54d0-292d-4da6-a474-3056a3cb8ea9,184.207.81.71,New Carolynbury,2026-02-07 09:34:44,0
219,e8a747c6-1ff0-4fc0-91e8-e75e702b4f47,493.42,fcf1239c-505c-444b-bcc9-4c0b571b81bb,142.244.161.147,Yutown,2026-08-13 22:22:40,0
220,6b326b49-96d0-4395-b765-a1b8cd9fee15,4471.55,638fa2f3-f3ff-4422-85d3-64f1d130f52d,191.251.132.199,East Lori,2026-04-07 17:43:33,1
221,43e750e2-8cd4-479e-aa44-83f612ef0ef8,713.73,7e124741-865f-41c6-b8b2-11d1a37f4233,102.115.185.35,Parkerburgh,2026-05-03 22:49:50,0
222,dab1c617-b2f0-454e-b96f-270c4263fde2,728.78,4629ba67-2597-4b55-82b1-af406d195409,162.48.46.101,Lake Zacharyport,2026-04-27 22:22:51,0
223,0ad735f8-63df-485e-8184-8d030d094618,4555.01,6ce13c10-6a93-4669-a0eb-17be4b897ffe,126.235.158.89,South Isaiahview,2026-07-07 06:44:43,1
224,803b6395-72db-46ad-b48b-4a890f6cbab5,4408.07,282e621a-1977-42db-b267-bada267ef7ca,147.235.70.34,Port Catherine,2026-04-15 13:52:15,1
225,c10af0ea-f398-4292-a591-b8e22d4b78bb,3399.77,ac292905-434e-4c1b-b57c-c89d379a6fbf,164.244.115.247,Port Regina,2026-03-26 20:52:55,0
226,8aaeebc4-7e48-4aaa-9d6e-36ea52db6ce4,363.09,64ba52bb-b16c-49bc-bf23-519625c1336b,62.14.100.23,New Sarahstad,2026-01-15 07:57:50,0
227,f2044c1a-534c-4ece-be96-2f1c188400f9,4009.62,d850aa2a-8bf1-4dea-a0c2-1858d9075830,29.238.23.228,South Matthew,2026-06-15 07:58:42,1
228,7a34f6c4-3562-4617-8c7a-1a92569a3ec8,2077.4,64317f08-bbe2-4157-9e50-f74c274d5011,58.31.202.137,Kylefurt,2026-07-11 00:00:21,0
229,874c5eb1-d271-445e-a28d-751ea7973189,2376.38,3f18eabd-3e96-4f27-a14a-038ccc5ade01,221.20.249.252,Port Robert,2026-05-05 21:29:15,0
230,1b446980-1500-4732-bfcd-0da24156fb97,2064.28,d085a2ef-4ca8-4fbc-89e9-52937f9b5b20,154.190.110.82,Port Matthew,2026-03-18 01:25:37,0
231,826af8cf-1f03-4258-ae69-10a8faff6b66,4691.3,261d6a63-dbee-4b56-aa17-43ce2ebfa552,76.234.182.224,West Rachelberg,2026-06-19 12:57:00,1
232,b6790fad-17ef-434f-ab85-88b811fe78e8,196.92,9e7d87b4-5c71-4e97-8a51-19883542426c,72.238.243.78,Annaberg,2026-07-04 18:53:26,0
233,7597f4cd-5cb8-4b78-aa8a-a9e2c7e2b2ff,3962.11,63d7af96-bd32-41b5-b2d0-6036cb0bed48,190.239.140.251,Port Michael,2026-03-11 16:30:38,0
234,80bb5174-3b2a-44ca-bdc4-ff50f8802fa2,4748.15,348ed30b-e469-4ccd-9028-a3c1048d4ed0,101.162.199.156,Gonzalezmouth,2026-05-10 01:23:06,1
235,fe961c87-6a95-46a9-ada3-6828048f5def,359.05,e5881b17-ca7c-4709-9d8e-483281e8d8e0,143.68.230.190,East Lindashire,2026-04-28 08:40:34,0
236,8e8a17bf-98f1-4c60-ae34-dc8e7becb93d,1676.99,27f07289-83d5-4a88-8603-4e2ef604c7c5,162.115.16.116,Wagnertown,2026-05-15 04:16:19,0
237,0e21b896-493d-4788-b330-01dd111a3721,3728.45,89c14d82-79a0-4b8a-bcce-b173acb01bcb,48.154.98.138,North Stephen,2026-08-15 13:29:17,0
238,7a1f08fc-4fe5-4e88-9b15-580872600f1b,4742.65,ffabd8bf-91ee-4415-9e4f-39b9cd5f6dac,54.201.183.242,New Sydney,2026-08-11 21:04:57,1
239,92e4a2c6-c1c0-44d0-84ea-179e04b24cf8,2333.24,96e5c4c6-0970-44c0-ba99-d936d57adcdd,197.82.253.170,New Jeffrey,2026-01-26 06:38:44,0
240,2e74eef9-72c8-406b-bc62-bda1655956c4,905.48,9e838f3b-b153-4264-a270-9437f5c35df7,135.18.142.110,Fordborough,2026-02-02 12:39:28,0
241,3396e87f-1b04-4040-b7fd-b3c38fe4eb8f,886.38,519b9962-c673-46a7-bb89-be29314630c2,174.71.225.219,North Frank,2026-01-21 09:48:49,0
242,77a67425-2243-4fb9-992c-fce2874b4dc3,4547.14,7d346911-89b8-48b9-aea6-384cbbb849e1,193.29.63.168,Port Ianfort,2026-01-12 23:17:20,1
243,6fe1f84a-dcf9-4860-9914-5de092740b3b,3353.47,fce07d4f-349a-4aa0-a153-0e15a15a24be,14.223.121.124,Stephenfurt,2026-01-04 17:11:05,0
244,15fca8b9-f415-4874-9c16-7f795e0a4444,3201.83,6f270e97-fd32-4ca1-b779-d4f43353b672,81.90.1.73,Andrewport,2026-05-11 20:50:53,0
245,5c5855c0-5bf8-4be3-9a58-c53047347ed5,4272.79,0a0f800e-73c8-4327-99ba-b6e67bd84e60,98.47.208.170,New Jasonton,2026-05-15 12:57:17,1
246,db9b9261-d3fd-4f0b-863d-c2c6dcc22810,4729.34,6bd11215-09b0-4bbf-85da-6979708a72b3,218.146.202.3,Chelseabury,2026-05-13 11:09:31,1
247,8a02ff10-992d-475a-b18b-f702298d2e49,2799.4,6808367f-ab0f-4896-b1cd-d9e453c18fd9,207.241.0.20,West Amandaview,2026-05-05 07:12:59,0
248,e3dfbb0c-13a0-475c-9f73-79bf7e3c8eca,2348.19,9f274feb-1663-46ac-a26c-720680c99492,30.162.52.128,Port Steventon,2026-01-04 16:12:56,0
249,363837b8-21c0-41c8-9889-3c970eceb710,1674.62,18e291cb-6ffb-4051-bed9-4a40fdb78ab5,108.40.195.160,South Apriltown,2026-01-15 13:29:35,0
250,a74ea99c-4f7e-4c9b-98af-a675d0785fef,2068.75,e1de2b16-85b2-4ac6-ab6d-9ff9e4ae7925,157.27.122.105,North Logan,2026-01-24 00:27:41,0
251,df8ace2a-c4b5-4dfa-a4ed-834c04e00df5,1493.52,78a8c4b3-84f7-4b8e-8b0e-84eba15276b9,161.45.64.141,Andreahaven,2026-02-18 22:10:39,0
252,2a7bbd2c-6b10-4d3f-a8dc-59898adaa0a2,779.18,ddbc0584-1b1c-4fbc-b50d-66bb32a4698b,5.246.2.35,Port Karina,2026-08-17 16:03:23,0
253,ea431dc2-f6fc-4aa0-ab0e-581b7db5f86c,2006.03,cc3b2285-37ec-4bb4-9267-c9af8019021e,125.223.44.47,Griffinton,2026-04-16 15:50:48,0
254,1e9a0efa-4e64-4a8f-a893-09547fb58229,2451.93,c998738c-ef60-43a8-8322-cf8342ec09c1,183.147.184.120,New Lisa,2026-05-06 01:39:29,0
255,5e0d71d9-7db3-4d6a-a195-2f4303a5625c,4544.29,292058fa-f231-4204-858f-0813e88f92f4,150.12.109.32,North Haroldstad,2026-05-03 03:43:10,1
256,823a3e76-a878-47af-a089-c950290e06c1,3478.81,d80b4c7e-cb11-4e16-8260-bd09487001ce,74.104.213.171,Chenton,2026-05-18 04:45:00,0
257,c30c8bee-6919-4603-8cfa-6a1a0e3ae0ec,4523.92,73e1bc89-9c37-49f4-8a65-c92fca019435,183.247.141.81,Christinamouth,2026-02-25 05:58:56,1
258,8329decd-e81d-4d5d-8203-3a980ae6dca5,1523.66,027dcff4-885a-4690-9da4-7fc7ebed47a7,111.184.64.103,South Charleshaven,2026-03-14 07:14:11,0
259,d533d84a-6b69-41e4-93c7-c4d743e3c874,1056.68,f4497a80-bb29-47ac-81c9-f550238f49d7,189.202.153.111,Port Daniel,2026-05-21 15:21:42,0
260,19734882-f83e-4b2a-bfe0-c5706d6cf57e,4500.93,dc309f37-e86e-4eaf-9dd8-21ce61f40301,40.58.71.1,Michelleview,2026-06-24 13:54:12,1
261,7cf9a1ba-8c53-4f05-b305-bb69f8a8f90c,412.9,fac21e6a-4863-4bf2-b0f1-9afcf410b857,121.172.176.226,East David,2026-01-22 07:07:41,0
262,21e7513a-fc34-4259-9996-3acb668d67bf,4837.4,a517edf0-ea95-480b-96ac-825c6218b203,40.105.177.175,Port Hayleyfurt,2026-01-21 12:16:51,1
263,001fefe2-00d2-47d7-a5ab-ea9acf73f342,2798.34,a747e39e-8771-4a40-ab3b-c4a9d384dc30,60.104.91.225,South Philipmouth,2026-01-21 12:08:17,0
264,713379f0-375c-4978-a8c6-8d8ec09eb63e,4688.31,87725866-9995-44d0-8750-f9b71e66d49c,18.34.48.241,Harrismouth,2026-07-16 18:35:40,1
265,8ce9750d-0347-41ce-8e9b-ef8b37f70856,1845.47,40b33a64-49c9-44fd-9020-8ebd43295abe,133.196.243.3,Thomasville,2026-06-06 14:28:44,0
266,8793d6fc-4b64-419d-84f2-7d36acafa52a,2512.61,daad935a-4d80-47eb-b5c8-4903cca66057,80.69.16.184,Lake Julieburgh,2026-07-20 07:29:24,0
267,90b66229-8924-43df-836f-d1c08b9e0164,4866.18,8f95055f-bacd-4d0a-a939-e3d14e9be720,189.36.158.10,Wandaborough,2026-01-22 17:30:40,1
268,a2b1049d-1aa6-4825-88fe-87b765ff2a5f,4445.35,3d71351d-3284-4e86-ac52-ae8b7e2e04d9,180.69.236.29,North Brandonburgh,2026-01-14 23:53:03,1
269,554562c6-59fd-4446-8178-e5361c26dce7,1399.29,71a701b8-478e-4591-9c6a-60c2cebb1289,95.71.87.238,Jacobfort,2026-07-23 14:16:39,0
270,9105e588-df89-4168-8476-675c42728ef4,2956.13,0018a83a-2de7-4193-83d4-d805b0c7f8ce,131.66.62.251,Conniestad,2026-05-10 07:34:43,0
271,871ccf5f-98fa-48d3-9ca9-0a560528cdea,638.51,79fee15a-c408-4a74-8d22-f76496ac736b,57.252.45.220,Rileymouth,2026-07-18 05:10:29,0
272,e1c3f7e5-3fb7-4b45-ba71-0ba438912975,4877.88,7d9ab447-641c-489a-9a9c-43516cb4bf20,102.235.87.212,Lake Evanfort,2026-02-28 02:26:42,1
273,c01a3c86-7980-4c75-84ea-db0d3dedd136,4269.12,54922298-5f98-4662-a3fd-9661566ccc62,103.86.21.145,Valerieburgh,2026-05-16 10:55:23,1
274,01b4e9cc-15af-41ac-99d3-f717da679d69,123.26,c0557f44-0a39-41c2-979e-caec87682e4e,111.34.244.76,Figueroaville,2026-01-26 02:31:10,0
275,0ada50f5-4790-44c8-b206-b797dbc06fc6,1692.32,8a0cc195-bf23-447c-aa0c-542c7601334c,110.165.85.253,New Gregoryburgh,2026-05-17 11:20:32,0
276,913c3a9f-4696-4a52-80de-4596b4baee49,1595.72,6cdfafa1-5656-4a65-bc2c-bd90367abf23,57.215.179.172,South Ryanbury,2026-02-25 11:13:37,0
277,8028f704-1b94-478c-8af3-ee596fd7ac28,2174.05,e8b52585-64bd-4339-b5ce-23201b193817,72.102.186.14,Lisaland,2026-07-17 16:13:56,0
278,11d14cbc-8990-41ce-b36a-e80b018b77b3,4218.36,36388fc0-353a-42db-bd9a-6f4a9e51bc0d,74.82.128.144,Emilyport,2026-07-03 13:53:16,1
279,5a19a858-f7f2-4122-a527-5d00a1dc1cbc,4279.63,52d5a333-3428-4af1-8f08-fa2414c8cac0,119.108.213.35,New Danielle,2026-04-29 01:31:40,1
280,68704c7b-35fa-4362-905d-e9637718dd1a,2168.26,be6dd6e9-4546-41b7-8a82-57ac36d565ba,126.174.121.148,Bullockside,2026-08-19 18:55:11,0
281,af8b0065-71e9-4c59-a915-b49af60708c3,1188.84,f44b0c0a-8a00-496d-a759-2c1b462123a6,161.52.133.161,Jeremyton,2026-01-21 11:51:39,0
282,b90e7a11-5635-4494-b28e-992d23bc5523,932.04,649cdbae-9570-4116-a109-2bc6c112fedf,117.179.1.102,Stephanieton,2026-07-20 09:18:10,0
283,1f46a8e9-34c0-480e-b608-cf3f3facde9d,4163.34,045e293e-7e29-4a83-9107-5deeb4ce832a,27.101.211.239,North Michelle,2026-08-02 05:13:04,1
284,9758fb63-eb62-43be-ab6b-d9c3b02f1dcd,1652.99,2807c6dc-ca5d-4d00-9853-6d2f762f099f,172.70.136.58,West Pamela,2026-05-11 06:28:23,0
285,f275b39c-e4fe-4f64-b536-805c2e23bd11,2547.25,8581e6c7-9c33-4a4c-982c-71870b43a4cd,161.172.92.125,New Paigeburgh,2026-08-16 14:41:37,0
286,ec9f8741-64f1-4c86-a659-485391ee778e,3248.23,6cb02f4d-8b5e-47e6-a301-a51ace8b5c97,108.73.147.213,Lake Michael,2026-01-09 23:46:45,0
287,f36faa06-b7a7-403a-891b-46124ee2e5c2,791.3,c0e4425d-1513-4189-96d2-0d99c83ad390,21.50.225.30,Port Daniel,2026-03-12 20:20:05,0
288,bf159425-0d6e-4fbe-b639-2c458a9219b9,4978.61,7a4b7fde-ee8b-40ff-90f9-e714663d36d3,192.53.198.117,Prestonstad,2026-07-20 02:22:57,1
289,dfbaa20d-2e49-47f9-8904-2580672fec36,905.29,68aa8e2f-c036-4a86-8d6d-6f3808750fd3,142.21.96.226,East Randy,2026-04-29 04:38:48,0
290,f595d6f6-43ea-4911-a4af-1935bcd438c9,931.96,619c3cd6-6509-4676-aa58-0663764cd201,108.246.28.168,Lake Keith,2026-04-22 19:22:16,0
291,0ccb1abd-c1cd-45fe-a302-8c866a167ea8,3799.88,30b96d8c-4af4-4679-9134-4e670a5fa47a,52.227.227.118,New Michaelville,2026-05-20 17:15:05,0
292,d7889fd0-9c63-4366-8241-4a74a477b0fb,1455.35,c6344249-82e4-4608-99a8-2553d6cf018e,124.148.18.156,Nicoleborough,2026-01-07 10:35:28,0
293,ea844633-8d3e-48e8-8bca-b4345062f1eb,4963.11,37da25e4-7f99-4b87-aec4-1fb5cc61706b,172.182.192.245,Bradleyton,2026-02-10 01:14:27,1
294,a0b2d294-5a62-4b8a-a3f8-94862489c67a,590.01,eb0bb32a-2de0-4e5b-9f73-c704510771ba,87.65.205.221,Martinezchester,2026-04-05 10:25:04,0
295,3d48db10-29d2-403f-85e9-581d78fbb881,3508.27,847a9160-2416-42a4-9c73-ce77bf769a07,53.111.52.69,Andrewport,2026-02-04 12:59:00,0
296,deb35cc6-a5b8-474e-aa46-abd9916d42a1,2895.8,877ecad7-3522-4d2a-ac12-2b46a6a9da52,19.136.180.59,Sandraland,2026-07-16 03:55:40,0
297,9d712030-cd9c-4436-8231-efaeb4a236db,4121.54,c3e95bba-2306-4d4c-8a87-f3a594edf16c,16.139.85.212,South Ericport,2026-02-14 21:01:41,1
298,e2c7c560-8040-4009-b0c5-bb4ad9d8d05c,4871.21,1ec643a9-7a86-4aca-9d21-f85c2eadbf74,69.91.218.202,Schneidershire,2026-06-23 10:05:36,1
299,3574f677-09b3-4c1e-bcfc-256682c4cc74,2788.14,e0d7542a-9935-4605-ab0b-153d3f736262,100.11.165.127,North Edwardtown,2026-07-07 09:01:40,0
300,c48e81d9-99bf-49b2-82d5-a7bb0e33b6e0,863.83,6df67a4a-171e-42e6-a87b-ff346a4ddad2,186.62.218.255,Thorntonhaven,2026-08-10 14:31:32,0
301,dead9382-72cc-43c6-a745-705fd8598290,2528.24,6ada7204-47e8-4650-bd36-fbfb9b5a47f9,192.38.73.123,North Michaelmouth,2026-04-01 03:25:50,0
302,6d33ae67-9add-408a-b3fd-be8fdd602322,1425.26,c10d99de-72a1-4371-b21d-e7a5c8b27ae1,139.98.183.26,Weberfort,2026-04-09 08:54:41,0
303,69ca4c1b-08a7-436b-a7cc-93c9b87f325d,3669.15,c7c076a8-5d93-4be7-8475-383f1858ad63,6.120.162.83,West Leahfurt,2026-06-19 08:53:23,0
304,91ca7886-0b43-4fb8-a023-22cb417cda71,3151.65,0deb542e-8215-453b-b1a8-313e754d6738,81.202.3.53,Scottfurt,2026-08-05 00:13:58,0
305,68986399-8c14-4128-9a43-322e3aba0d78,2088.43,ff610e49-8e10-45fc-b37b-4fed73c6e880,81.45.21.180,Wardhaven,2026-05-27 09:22:40,0
